date,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR,dia_semana,hora
2022-01-01 00:00:00,3.04,16.8,30.0,46.8,9.0,182.0,137.0,706.3,0,63.0,3.7,0.0,22.79,1.4,72.0,5,0
2022-01-01 01:00:00,2.6,8.8,26.4,35.2,9.0,166.0,113.0,705.9,0,66.0,3.3,0.0,21.7,3.2,357.0,5,1
2022-01-01 02:00:00,2.86,10.8,27.3,38.2,6.0,184.0,141.0,705.7,0,71.0,3.3,0.0,20.41,4.0,287.0,5,2
2022-01-01 03:00:00,2.98,16.4,28.4,44.8,5.0,201.0,168.0,705.5,0,72.0,3.4,0.0,19.81,4.7,291.0,5,3
2022-01-01 04:00:00,2.37,9.3,26.5,35.8,5.0,216.0,139.0,705.4,0,73.0,3.1,0.0,19.22,5.9,288.0,5,4
2022-01-01 05:00:00,1.8,0.9,17.5,18.3,11.0,166.0,89.0,705.3,0,71.0,3.1,0.0,18.76,5.6,279.0,5,5
2022-01-01 06:00:00,1.67,0.8,16.8,17.7,12.0,105.0,56.0,705.4,0,71.0,3.829113924050633,0.0,18.85,6.0,254.0,5,6
2022-01-01 07:00:00,1.9,1.6,21.0,22.6,10.0,102.0,55.0,705.8,0,65.0,3.8,0.0,20.06,6.5,275.0,5,7
2022-01-01 08:00:00,1.34,1.2,6.3,7.5,16.0,125.0,39.0,706.4,0,34.0,4.4,0.009,23.27,9.2,331.0,5,8
2022-01-01 09:00:00,1.1,0.8,16.23493975903614,36.96626506024096,23.0,83.0,8.0,707.1,0,21.0,2.6,0.054,27.77,14.2,312.0,5,9
2022-01-01 10:00:00,1.12,14.8641975308642,14.39634146341463,29.07560975609756,24.0,138.0,2.0,708.1,0,19.0,2.4,0.256,29.22,11.9,343.0,5,10
2022-01-01 11:00:00,1.08,1.5,13.62771084337349,25.82409638554217,26.0,69.0,28.25609756097561,708.4,0,16.0,2.2,0.388,31.86,11.6,347.0,5,11
2022-01-01 12:00:00,1.03,1.0,13.58313253012048,24.13855421686747,28.0,86.0,4.0,708.0,0,15.0,2.2,0.467,33.38,10.5,334.0,5,12
2022-01-01 13:00:00,1.07,1.0,13.84634146341464,23.03658536585366,30.0,47.0,33.8875,707.0,0,13.0,5.814285714285714,0.447,34.18,14.0,329.0,5,13
2022-01-01 14:00:00,1.13,0.6,13.55609756097561,22.27560975609756,35.0,92.0,2.0,706.0,0,9.0,2.1,0.334,35.08,14.9,307.0,5,14
2022-01-01 15:00:00,1.14,0.6,14.56506024096386,23.70963855421687,37.0,94.0,4.0,705.3,0,7.0,2.1,0.438,35.48,17.3,293.0,5,15
2022-01-01 16:00:00,1.16,8.866666666666665,14.83614457831325,23.52142857142857,37.0,131.0,5.0,705.1,0,7.0,5.158536585365853,0.323,35.66,16.4,277.0,5,16
2022-01-01 17:00:00,1.22,0.8,15.39642857142857,23.83571428571429,41.0,99.0,4.0,705.5,0,5.0,2.3,0.201,35.75,8.0,272.0,5,17
2022-01-01 18:00:00,1.51,6.1,14.6,20.7,28.0,46.0,6.0,706.2,0,5.0,2.2,0.039,33.81,2.3,11.0,5,18
2022-01-01 19:00:00,1.62,4.2,19.4,23.6,20.0,49.0,8.0,707.0,0,10.0,2.6,0.0,31.28,5.5,266.0,5,19
2022-01-01 20:00:00,1.63,1.5,15.4,16.8,20.0,83.0,17.0,707.7,0,11.0,4.1,0.0,30.28,7.0,248.0,5,20
2022-01-01 21:00:00,2.01,11.4,28.2,39.6,7.0,51.0,11.0,708.3,0,16.0,6.0,0.0,28.07,3.2,282.0,5,21
2022-01-01 22:00:00,2.3,29.6,30.7,60.4,6.0,74.0,22.0,708.9,0,17.0,5.1,0.0,27.15,1.2,168.0,5,22
2022-01-01 23:00:00,2.48,58.6,31.5,90.1,6.0,89.0,30.0,709.4,0,21.0,6.0,0.0,25.57,2.3,156.0,5,23
2022-01-02 00:00:00,2.7,71.3,29.4,100.7,5.0,88.0,34.0,709.7,0,26.0,4.2,0.0,23.77,2.9,274.0,6,0
2022-01-02 01:00:00,2.46,42.3,27.5,69.7,5.0,105.0,45.0,710.1,0,27.0,4.8,0.0,22.5,8.0,296.0,6,1
2022-01-02 02:00:00,2.12,28.4,25.6,54.0,4.0,111.0,37.0,710.5,0,24.0,4.6,0.0,22.17,7.2,272.0,6,2
2022-01-02 03:00:00,1.76,8.2,19.1,27.4,8.0,101.0,30.0,711.2,0,22.0,3.7,0.0,21.96,9.2,300.0,6,3
2022-01-02 04:00:00,1.21,0.5,11.58658536585366,20.30853658536585,33.0,68.0,17.0,713.0,0,20.0,2.5,0.0,21.39,22.5,347.0,6,4
2022-01-02 05:00:00,1.2,0.5,11.78765432098765,21.1962962962963,39.0,346.0,18.0,714.7,0,18.0,2.3,0.0,20.6,29.3,354.0,6,5
2022-01-02 06:00:00,1.16,0.7,13.25731707317073,22.9719512195122,34.0,289.0,23.0,716.4,0,28.0,2.2,0.0,17.85,35.5,349.0,6,6
2022-01-02 07:00:00,1.2,0.8,14.18170731707317,23.75609756097561,33.0,475.0,23.0,718.5,0,35.0,2.0,0.0,14.29,31.2,351.0,6,7
2022-01-02 08:00:00,1.23,0.9,13.48536585365854,24.36829268292683,34.0,217.0,16.0,720.4,0,36.0,2.1,0.013,11.53,32.3,353.0,6,8
2022-01-02 09:00:00,1.24,1.3,10.68658536585366,19.23170731707317,29.0,194.0,14.0,722.8,0,39.0,2.3,0.121,9.24,26.2,352.0,6,9
2022-01-02 10:00:00,1.26,2.3,9.169512195121952,1.3,27.0,108.0,11.0,724.8,0,37.0,3.6,0.265,9.03,26.9,353.0,6,10
2022-01-02 11:00:00,1.33,2.6,9.371951219512194,2.0,29.0,120.0,9.0,726.1,0,32.0,4.6,0.389,9.75,26.3,358.0,6,11
2022-01-02 12:00:00,1.3,2.8,9.183132530120483,2.6,29.0,117.0,11.0,726.4,0,30.0,4.3,0.478,11.0,22.7,358.0,6,12
2022-01-02 13:00:00,1.3,2.4,8.909756097560976,2.1,30.0,75.0,12.0,726.1,0,29.0,3.0,0.472,12.29,19.6,358.0,6,13
2022-01-02 14:00:00,1.34,1.9,0.6,2.5,25.0,65.0,5.0,725.2,0,27.0,2.6,0.328,13.43,19.5,355.0,6,14
2022-01-02 15:00:00,1.33,1.2,1.7,2.9,17.0,55.0,8.0,725.1,0,25.0,2.5,0.451,13.79,20.0,355.0,6,15
2022-01-02 16:00:00,1.35,1.1,1.8,2.9,17.0,55.0,8.0,725.1,0,25.0,2.5,0.342,13.73,19.4,352.0,6,16
2022-01-02 17:00:00,1.33,1.1,1.8,16.53703703703704,17.0,59.0,9.0,725.4,0,24.0,2.4,0.198,13.73,18.0,354.0,6,17
2022-01-02 18:00:00,1.38,1.2,2.8,4.0,16.0,67.0,12.0,726.2,0,24.0,2.6,0.052,12.73,16.3,355.0,6,18
2022-01-02 19:00:00,1.42,1.3,3.9,5.1,16.0,59.0,11.0,727.0,0,24.0,2.7,0.001,11.06,14.9,353.0,6,19
2022-01-02 20:00:00,1.43,1.4,7.9,9.3,16.0,54.0,13.0,728.0,0,22.0,2.7,0.0,10.24,8.3,346.0,6,20
2022-01-02 21:00:00,1.4,1.2,9.4,10.6,19.0,38.0,6.0,728.8,0,22.0,2.4,0.0,9.69,5.0,317.0,6,21
2022-01-02 22:00:00,1.41,1.5,5.1,6.6,14.0,36.0,5.0,729.1,0,23.0,2.7,0.0,9.2,7.5,292.0,6,22
2022-01-02 23:00:00,1.48,1.8,6.2,7.9,12.0,34.0,6.0,729.6,0,24.0,3.0,0.0,8.69,7.6,300.0,6,23
2022-01-03 00:00:00,1.47,1.5,9.4,10.9,15.0,33.0,2.0,729.7,0,26.0,2.7,0.0,7.81,6.0,294.0,0,0
2022-01-03 01:00:00,1.44,1.1,15.1,16.2,19.0,31.0,6.0,729.6,0,28.0,2.5,0.0,7.05,2.9,275.0,0,1
2022-01-03 02:00:00,1.38,1.1,20.6,21.7,16.0,40.0,4.0,729.4,0,29.0,2.4,0.0,6.93,3.8,172.0,0,2
2022-01-03 03:00:00,1.37,1.0,13.1,14.1,21.0,31.0,5.0,729.2,0,30.0,2.2,0.0,7.17,6.2,157.0,0,3
2022-01-03 04:00:00,1.48,1.6,30.1,31.7,12.0,35.0,5.0,728.9,0,35.0,3.4,0.0,5.87,2.0,25.0,0,4
2022-01-03 05:00:00,1.49,9.9,38.2,48.1,6.0,33.0,7.0,728.4,0,38.0,3.8,0.0,5.1,3.4,19.0,0,5
2022-01-03 06:00:00,1.43,10.5,32.3,42.7,7.0,50.0,13.0,728.5,0,42.0,3.5,0.0,3.87,5.5,358.0,0,6
2022-01-03 07:00:00,1.59,25.7,34.4,60.1,6.0,48.0,12.0,729.1,0,40.0,3.5,0.0,3.56,5.2,344.0,0,7
2022-01-03 08:00:00,2.18,54.2,39.8,94.0,6.0,49.0,16.0,729.6,0,38.0,4.2,0.012,4.33,2.2,19.0,0,8
2022-01-03 09:00:00,2.39,82.4,39.8,122.3,6.0,62.0,22.0,730.2,0,35.0,4.9,0.121,6.78,4.0,6.0,0,9
2022-01-03 10:00:00,1.77,32.9,28.3,61.2,11.0,90.0,26.0,730.7,0,32.0,4.5,0.266,8.29,4.3,55.0,0,10
2022-01-03 11:00:00,1.66,18.3,17.7,36.0,15.0,62.0,17.0,730.4,0,29.0,5.5,0.395,9.79,6.9,140.0,0,11
2022-01-03 12:00:00,1.62,12.7,16.4,29.1,16.0,43.0,11.0,729.4,0,24.0,4.9,0.485,11.63,9.5,135.0,0,12
2022-01-03 13:00:00,1.54,7.0,14.8,21.9,18.0,45.0,5.0,727.9,0,20.0,5.1,0.48,12.97,11.4,134.0,0,13
2022-01-03 14:00:00,1.48,4.7,14.1,18.7,18.0,37.0,10.0,726.2,0,20.0,6.2,0.32,14.07,12.5,139.0,0,14
2022-01-03 15:00:00,1.45,5.0,12.7,17.7,18.0,48.0,10.0,725.0,0,20.0,4.1,0.451,14.67,14.1,140.0,0,15
2022-01-03 16:00:00,1.45,6.1,13.3,19.4,16.0,50.0,9.0,724.3,0,20.0,3.4,0.337,15.27,14.2,140.0,0,16
2022-01-03 17:00:00,1.6,9.1,17.0,26.1,17.0,46.0,6.0,724.3,0,20.0,6.7,0.194,15.38,11.7,128.0,0,17
2022-01-03 18:00:00,2.0,18.0,23.7,41.7,16.0,49.0,10.0,724.2,0,20.0,14.6,0.053,14.83,10.2,105.0,0,18
2022-01-03 19:00:00,2.31,27.7,31.1,58.8,11.0,67.0,18.0,724.3,0,21.0,12.7,0.0,13.48,8.9,103.0,0,19
2022-01-03 20:00:00,2.25,30.9,25.2,56.1,7.0,84.0,27.0,724.7,0,24.0,8.4,0.0,12.24,9.3,129.0,0,20
2022-01-03 21:00:00,1.88,25.9,22.6,48.5,6.0,62.0,9.0,724.7,0,26.0,3.0,0.0,11.15,8.6,143.0,0,21
2022-01-03 22:00:00,1.76,21.3,23.9,45.2,6.0,52.0,13.0,724.5,0,26.0,3.4,0.0,10.9,8.2,146.0,0,22
2022-01-03 23:00:00,1.74,18.0,23.3,41.4,8.0,54.0,13.0,724.0,0,27.0,5.3,0.0,10.62,11.4,127.0,0,23
2022-01-04 00:00:00,1.59,9.9,16.2,26.1,11.0,58.0,12.0,723.5,0,31.0,4.2,0.0,9.58,11.4,133.0,1,0
2022-01-04 01:00:00,1.51,6.8,28.5,35.3,10.0,44.0,7.0,722.9,0,35.0,8.8,0.0,8.64,6.9,133.0,1,1
2022-01-04 02:00:00,1.52,9.7,33.7,43.3,8.0,56.0,14.0,722.1,0,37.0,7.3,0.0,8.39,4.4,105.0,1,2
2022-01-04 03:00:00,1.42,1.9,31.1,32.9,10.0,52.0,15.0,721.5,0,39.0,4.6,0.0,7.38,4.9,35.0,1,3
2022-01-04 04:00:00,1.4,1.9,23.5,25.4,15.0,38.0,8.0,721.5,0,44.0,3.8,0.0,6.57,4.8,335.0,1,4
2022-01-04 05:00:00,1.43,2.3,24.5,26.8,12.0,37.0,11.0,721.5,0,48.0,3.0,0.0,6.25,4.5,291.0,1,5
2022-01-04 06:00:00,1.58,11.8,27.9,39.7,6.0,43.0,13.0,721.6,0,50.0,3.9,0.0,6.21,5.9,294.0,1,6
2022-01-04 07:00:00,1.7,21.4,36.4,57.8,6.0,54.0,15.0,721.4,0,51.0,5.5,0.0,6.28,4.2,253.0,1,7
2022-01-04 08:00:00,2.27,68.6,38.1,106.7,5.0,55.0,23.0,721.2,0,52.0,5.6,0.011,6.93,3.6,300.0,1,8
2022-01-04 09:00:00,2.21,70.1,26.8,96.9,6.0,103.0,30.0,721.8,0,46.0,4.4,0.113,8.75,6.4,286.0,1,9
2022-01-04 10:00:00,1.93,42.6,19.7,62.3,8.0,122.0,30.0,721.9,0,33.0,3.8,0.25,11.61,6.0,326.0,1,10
2022-01-04 11:00:00,1.68,16.2,18.7,34.9,13.0,97.0,21.0,721.5,0,28.0,4.0,0.37,14.52,1.3,1.0,1,11
2022-01-04 12:00:00,1.69,17.1,17.5,34.5,9.0,68.0,24.0,720.2,0,22.0,3.5,0.453,17.22,2.3,252.0,1,12
2022-01-04 13:00:00,1.69,15.6,17.8,33.3,9.0,100.0,27.0,718.8,0,19.0,3.2,0.453,18.78,2.8,145.0,1,13
2022-01-04 14:00:00,1.76,13.2,19.4,32.6,9.0,99.0,29.0,717.3,0,18.0,3.2,0.315,19.95,3.4,174.0,1,14
2022-01-04 15:00:00,1.75,9.9,21.7,31.6,12.0,117.0,29.0,716.3,0,16.0,3.4,0.423,21.9,3.2,48.0,1,15
2022-01-04 16:00:00,1.85,10.7,21.4,32.1,8.0,106.0,34.0,715.7,0,16.0,3.3,0.319,22.83,5.6,158.0,1,16
